Date,Close
2009-07-09,4.87
2009-07-10,4.947143
2009-07-13,5.083571
2009-07-14,5.081071
2009-07-15,5.245714
2009-07-16,5.268571
2009-07-17,5.419643
2009-07-20,5.461071
2009-07-21,5.411071
2009-07-22,5.597857
2009-07-23,5.636429
2009-07-24,5.713929
2009-07-27,5.717857
2009-07-28,5.714286
2009-07-29,5.715357
2009-07-30,5.813929
2009-07-31,5.835357
2009-08-03,5.943929
2009-08-04,5.9125
2009-08-05,5.896786
2009-08-06,5.853929
2009-08-07,5.911071
2009-08-10,5.882857
2009-08-11,5.815357
2009-08-12,5.903929
2009-08-13,6.015
2009-08-14,5.956429
2009-08-17,5.699643
2009-08-18,5.857143
2009-08-19,5.878571
2009-08-20,5.940357
2009-08-21,6.043571
2009-08-24,6.037857
2009-08-25,6.05
2009-08-26,5.978929
2009-08-27,6.051786
2009-08-28,6.073214
2009-08-31,6.0075
2009-09-01,5.903571
2009-09-02,5.899286
2009-09-03,5.948214
2009-09-04,6.0825
2009-09-08,6.176071
2009-09-09,6.112143
2009-09-10,6.162857
2009-09-11,6.148571
2009-09-14,6.204286
2009-09-15,6.255714
2009-09-16,6.495357
2009-09-17,6.591071
2009-09-18,6.607857
2009-09-21,6.572143
2009-09-22,6.588571
2009-09-23,6.625
2009-09-24,6.565
2009-09-25,6.513214
2009-09-28,6.648214
2009-09-29,6.620714
2009-09-30,6.619643
2009-10-01,6.459286
2009-10-02,6.603571
2009-10-05,6.643571
2009-10-06,6.786071
2009-10-07,6.794643
2009-10-08,6.759643
2009-10-09,6.8025
2009-10-12,6.814643
2009-10-13,6.786429
2009-10-14,6.831786
2009-10-15,6.805714
2009-10-16,6.716071
2009-10-19,6.780714
2009-10-20,7.098571
2009-10-21,7.318571
2009-10-22,7.328571
2009-10-23,7.283571
2009-10-26,7.231429
2009-10-27,7.048929
2009-10-28,6.871429
2009-10-29,7.0125
2009-10-30,6.732143
2009-11-02,6.761071
2009-11-03,6.741071
2009-11-04,6.814643
2009-11-05,6.929643
2009-11-06,6.940714
2009-11-09,7.195
2009-11-10,7.249286
2009-11-11,7.258929
2009-11-12,7.213929
2009-11-13,7.301786
2009-11-16,7.379643
2009-11-17,7.392857
2009-11-18,7.355714
2009-11-19,7.161071
2009-11-20,7.14
2009-11-23,7.352857
2009-11-24,7.301429
2009-11-25,7.2925
2009-11-27,7.163929
2009-11-30,7.139643
2009-12-01,7.034643
2009-12-02,7.008214
2009-12-03,7.017143
2009-12-04,6.904286
2009-12-07,6.748214
2009-12-08,6.781071
2009-12-09,7.064286
2009-12-10,7.015357
2009-12-11,6.9525
2009-12-14,7.035
2009-12-15,6.934643
2009-12-16,6.965357
2009-12-17,6.852143
2009-12-18,6.979643
2009-12-21,7.079643
2009-12-22,7.155714
2009-12-23,7.217857
2009-12-24,7.465714
2009-12-28,7.5575
2009-12-29,7.467857
2009-12-30,7.558571
2009-12-31,7.526071
2010-01-04,7.643214
2010-01-05,7.656429
2010-01-06,7.534643
2010-01-07,7.520714
2010-01-08,7.570714
2010-01-11,7.503929
2010-01-12,7.418571
2010-01-13,7.523214
2010-01-14,7.479643
2010-01-15,7.354643
2010-01-19,7.68
2010-01-20,7.561786
2010-01-21,7.431071
2010-01-22,7.0625
2010-01-25,7.2525
2010-01-26,7.355
2010-01-27,7.424286
2010-01-28,7.1175
2010-01-29,6.859286
2010-02-01,6.954643
2010-02-02,6.995
2010-02-03,7.115357
2010-02-04,6.858929
2010-02-05,6.980714
2010-02-08,6.932857
2010-02-09,7.006786
2010-02-10,6.968571
2010-02-11,7.095357
2010-02-12,7.156429
2010-02-16,7.264286
2010-02-17,7.233929
2010-02-18,7.2475
2010-02-19,7.2025
2010-02-22,7.157857
2010-02-23,7.037857
2010-02-24,7.166429
2010-02-25,7.214286
2010-02-26,7.307857
2010-03-01,7.463929
2010-03-02,7.458929
2010-03-03,7.476071
2010-03-04,7.525357
2010-03-05,7.819643
2010-03-08,7.824286
2010-03-09,7.965
2010-03-10,8.03
2010-03-11,8.053571
2010-03-12,8.092857
2010-03-15,7.994286
2010-03-16,8.016071
2010-03-17,8.004286
2010-03-18,8.023214
2010-03-19,7.9375
2010-03-22,8.026786
2010-03-23,8.155714
2010-03-24,8.191786
2010-03-25,8.094643
2010-03-26,8.246429
2010-03-29,8.299643
2010-03-30,8.423214
2010-03-31,8.392857
2010-04-01,8.4275
2010-04-05,8.5175
2010-04-06,8.555
2010-04-07,8.592857
2010-04-08,8.569643
2010-04-09,8.635357
2010-04-12,8.653214
2010-04-13,8.658214
2010-04-14,8.774643
2010-04-15,8.89
2010-04-16,8.835714
2010-04-19,8.823929
2010-04-20,8.735357
2010-04-21,9.257857
2010-04-22,9.516786
2010-04-23,9.6725
2010-04-26,9.625
2010-04-27,9.358571
2010-04-28,9.342857
2010-04-29,9.594286
2010-04-30,9.324643
2010-05-03,9.5125
2010-05-04,9.238571
2010-05-05,9.1425
2010-05-06,8.794643
2010-05-07,8.423571
2010-05-10,9.071071
2010-05-11,9.161429
2010-05-12,9.360357
2010-05-13,9.227143
2010-05-14,9.065
2010-05-17,9.079286
2010-05-18,9.012857
2010-05-19,8.869286
2010-05-20,8.491429
2010-05-21,8.654286
2010-05-24,8.812857
2010-05-25,8.757857
2010-05-26,8.718214
2010-05-27,9.048214
2010-05-28,9.174286
2010-06-01,9.315357
2010-06-02,9.426786
2010-06-03,9.397143
2010-06-04,9.141429
2010-06-07,8.962143
2010-06-08,8.904643
2010-06-09,8.685714
2010-06-10,8.946786
2010-06-11,9.053929
2010-06-14,9.081429
2010-06-15,9.274643
2010-06-16,9.544643
2010-06-17,9.709643
2010-06-18,9.788214
2010-06-21,9.648929
2010-06-22,9.780357
2010-06-23,9.6775
2010-06-24,9.607143
2010-06-25,9.525
2010-06-28,9.582143
2010-06-29,9.148929
2010-06-30,8.983214
2010-07-01,8.874286
2010-07-02,8.819286
2010-07-06,8.879643
2010-07-07,9.238214
2010-07-08,9.2175
2010-07-09,9.272143
2010-07-12,9.188929
2010-07-13,8.992857
2010-07-14,9.026071
2010-07-15,8.980357
2010-07-16,8.925
2010-07-19,8.770714
2010-07-20,8.996071
2010-07-21,9.08
2010-07-22,9.250714
2010-07-23,9.283571
2010-07-26,9.26
2010-07-27,9.431429
2010-07-28,9.32
2010-07-29,9.218214
2010-07-30,9.1875
2010-08-02,9.351786
2010-08-03,9.354643
2010-08-04,9.392143
2010-08-05,9.346429
2010-08-06,9.288929
2010-08-09,9.348214
2010-08-10,9.264643
2010-08-11,8.935357
2010-08-12,8.9925
2010-08-13,8.896429
2010-08-16,8.844286
2010-08-17,8.998929
2010-08-18,9.038214
2010-08-19,8.924286
2010-08-20,8.915714
2010-08-23,8.778571
2010-08-24,8.568929
2010-08-25,8.674643
2010-08-26,8.581429
2010-08-27,8.629286
2010-08-30,8.660714
2010-08-31,8.682143
2010-09-01,8.940357
2010-09-02,9.006071
2010-09-03,9.241786
2010-09-07,9.2075
2010-09-08,9.39
2010-09-09,9.395357
2010-09-10,9.4075
2010-09-13,9.537143
2010-09-14,9.573571
2010-09-15,9.650714
2010-09-16,9.8775
2010-09-17,9.834643
2010-09-20,10.115357
2010-09-21,10.134643
2010-09-22,10.276786
2010-09-23,10.318571
2010-09-24,10.44
2010-09-27,10.398571
2010-09-28,10.245
2010-09-29,10.263214
2010-09-30,10.133929
2010-10-01,10.09
2010-10-04,9.951429
2010-10-05,10.319286
2010-10-06,10.328214
2010-10-07,10.329286
2010-10-08,10.5025
2010-10-11,10.548571
2010-10-12,10.662143
2010-10-13,10.719286
2010-10-14,10.796786
2010-10-15,11.240714
2010-10-18,11.357143
2010-10-19,11.053214
2010-10-20,11.090357
2010-10-21,11.054286
2010-10-22,10.981071
2010-10-25,11.03
2010-10-26,11.001786
2010-10-27,10.993929
2010-10-28,10.901429
2010-10-29,10.749286
2010-11-01,10.863571
2010-11-02,11.048571
2010-11-03,11.171429
2010-11-04,11.366786
2010-11-05,11.326071
2010-11-08,11.379286
2010-11-09,11.288571
2010-11-10,11.358214
2010-11-11,11.308929
2010-11-12,11.001071
2010-11-15,10.965714
2010-11-16,10.771071
2010-11-17,10.732143
2010-11-18,11.015357
2010-11-19,10.954643
2010-11-22,11.191429
2010-11-23,11.026071
2010-11-24,11.242857
2010-11-26,11.25
2010-11-29,11.316786
2010-11-30,11.1125
2010-12-01,11.3
2010-12-02,11.3625
2010-12-03,11.337143
2010-12-06,11.433929
2010-12-07,11.364643
2010-12-08,11.464643
2010-12-09,11.42
2010-12-10,11.448571
2010-12-13,11.488214
2010-12-14,11.438929
2010-12-15,11.441429
2010-12-16,11.473214
2010-12-17,11.450357
2010-12-20,11.5075
2010-12-21,11.578571
2010-12-22,11.612857
2010-12-23,11.557143
2010-12-27,11.595714
2010-12-28,11.623929
2010-12-29,11.6175
2010-12-30,11.559286
2010-12-31,11.52
2011-01-03,11.770357
2011-01-04,11.831786
2011-01-05,11.928571
2011-01-06,11.918929
2011-01-07,12.004286
2011-01-10,12.230357
2011-01-11,12.201429
2011-01-12,12.300714
2011-01-13,12.345714
2011-01-14,12.445714
2011-01-18,12.166071
2011-01-19,12.101429
2011-01-20,11.881429
2011-01-21,11.668571
2011-01-24,12.051786
2011-01-25,12.192857
2011-01-26,12.280357
2011-01-27,12.2575
2011-01-28,12.003571
2011-01-31,12.118571
2011-02-01,12.3225
2011-02-02,12.297143
2011-02-03,12.265714
2011-02-04,12.375
2011-02-07,12.567143
2011-02-08,12.685714
2011-02-09,12.791429
2011-02-10,12.662143
2011-02-11,12.744643
2011-02-14,12.827857
2011-02-15,12.853571
2011-02-16,12.968929
2011-02-17,12.796429
2011-02-18,12.52
2011-02-22,12.093214
2011-02-23,12.236429
2011-02-24,12.245714
2011-02-25,12.434286
2011-02-28,12.614643
2011-03-01,12.475357
2011-03-02,12.575714
2011-03-03,12.841429
2011-03-04,12.857143
2011-03-07,12.691429
2011-03-08,12.705714
2011-03-09,12.588214
2011-03-10,12.381071
2011-03-11,12.571071
2011-03-14,12.627143
2011-03-15,12.336786
2011-03-16,11.786071
2011-03-17,11.951429
2011-03-18,11.809643
2011-03-21,12.117857
2011-03-22,12.185714
2011-03-23,12.113929
2011-03-24,12.320357
2011-03-25,12.555
2011-03-28,12.515714
2011-03-29,12.534286
2011-03-30,12.451071
2011-03-31,12.446786
2011-04-01,12.305714
2011-04-04,12.185357
2011-04-05,12.103214
2011-04-06,12.072857
2011-04-07,12.074286
2011-04-08,11.966429
2011-04-11,11.814286
2011-04-12,11.871429
2011-04-13,12.004643
2011-04-14,11.872143
2011-04-15,11.695
2011-04-18,11.851786
2011-04-19,12.066429
2011-04-20,12.228929
2011-04-21,12.525
2011-04-25,12.6075
2011-04-26,12.515
2011-04-27,12.505357
2011-04-28,12.383929
2011-04-29,12.504643
2011-05-02,12.367143
2011-05-03,12.435714
2011-05-04,12.484643
2011-05-05,12.383929
2011-05-06,12.380714
2011-05-09,12.414286
2011-05-10,12.480357
2011-05-11,12.401071
2011-05-12,12.3775
2011-05-13,12.160714
2011-05-16,11.903571
2011-05-17,12.005
2011-05-18,12.138214
2011-05-19,12.161786
2011-05-20,11.972143
2011-05-23,11.942857
2011-05-24,11.863929
2011-05-25,12.027857
2011-05-26,11.964286
2011-05-27,12.050357
2011-05-31,12.4225
2011-06-01,12.339643
2011-06-02,12.360714
2011-06-03,12.265714
2011-06-06,12.072857
2011-06-07,11.858571
2011-06-08,11.865714
2011-06-09,11.838929
2011-06-10,11.639286
2011-06-13,11.664286
2011-06-14,11.872857
2011-06-15,11.669643
2011-06-16,11.612857
2011-06-17,11.437857
2011-06-20,11.261429
2011-06-21,11.617857
2011-06-22,11.521786
2011-06-23,11.829643
2011-06-24,11.655357
2011-06-27,11.858571
2011-06-28,11.973571
2011-06-29,11.93
2011-06-30,11.988214
2011-07-01,12.259286
2011-07-05,12.479643
2011-07-06,12.562857
2011-07-07,12.757143
2011-07-08,12.846786
2011-07-11,12.642857
2011-07-12,12.633929
2011-07-13,12.786429
2011-07-14,12.7775
2011-07-15,13.032857
2011-07-18,13.35
2011-07-19,13.458929
2011-07-20,13.817857
2011-07-21,13.831786
2011-07-22,14.046429
2011-07-25,14.232143
2011-07-26,14.4075
2011-07-27,14.021071
2011-07-28,13.993571
2011-07-29,13.945714
2011-08-01,14.169643
2011-08-02,13.889643
2011-08-03,14.020357
2011-08-04,13.4775
2011-08-05,13.343571
2011-08-08,12.614643
2011-08-09,13.3575
2011-08-10,12.988929
2011-08-11,13.346429
2011-08-12,13.463929
2011-08-15,13.693214
2011-08-16,13.588571
2011-08-17,13.587143
2011-08-18,13.073214
2011-08-19,12.715357
2011-08-22,12.73
2011-08-23,13.342857
2011-08-24,13.435
2011-08-25,13.347143
2011-08-26,13.699286
2011-08-29,13.9275
2011-08-30,13.928214
2011-08-31,13.743929
2011-09-01,13.608214
2011-09-02,13.358929
2011-09-06,13.562143
2011-09-07,13.711786
2011-09-08,13.719286
2011-09-09,13.481429
2011-09-12,13.569286
2011-09-13,13.736429
2011-09-14,13.903571
2011-09-15,14.034286
2011-09-16,14.303571
2011-09-19,14.701071
2011-09-20,14.766071
2011-09-21,14.719286
2011-09-22,14.350714
2011-09-23,14.439286
2011-09-26,14.398929
2011-09-27,14.259286
2011-09-28,14.178929
2011-09-29,13.948929
2011-09-30,13.618571
2011-10-03,13.378571
2011-10-04,13.303571
2011-10-05,13.508929
2011-10-06,13.4775
2011-10-07,13.207143
2011-10-10,13.886071
2011-10-11,14.296071
2011-10-12,14.363929
2011-10-13,14.586786
2011-10-14,15.071429
2011-10-17,14.999643
2011-10-18,15.08
2011-10-19,14.236429
2011-10-20,14.118214
2011-10-21,14.031071
2011-10-24,14.491786
2011-10-25,14.206071
2011-10-26,14.307143
2011-10-27,14.453214
2011-10-28,14.4625
2011-10-31,14.456429
2011-11-01,14.161071
2011-11-02,14.193214
2011-11-03,14.395357
2011-11-04,14.294286
2011-11-07,14.276071
2011-11-08,14.508214
2011-11-09,14.117143
2011-11-10,13.757857
2011-11-11,13.736429
2011-11-14,13.545
2011-11-15,13.886786
2011-11-16,13.741786
2011-11-17,13.478929
2011-11-18,13.390714
2011-11-21,13.178929
2011-11-22,13.446786
2011-11-23,13.106786
2011-11-25,12.984643
2011-11-28,13.432857
2011-11-29,13.328571
2011-11-30,13.65
2011-12-01,13.854643
2011-12-02,13.917857
2011-12-05,14.036071
2011-12-06,13.9625
2011-12-07,13.896071
2011-12-08,13.952143
2011-12-09,14.057857
2011-12-12,13.994286
2011-12-13,13.886071
2011-12-14,13.578214
2011-12-15,13.533571
2011-12-16,13.607857
2011-12-19,13.650357
2011-12-20,14.141071
2011-12-21,14.158929
2011-12-22,14.233929
2011-12-23,14.404643
2011-12-27,14.518929
2011-12-28,14.38
2011-12-29,14.468571
2011-12-30,14.464286
2012-01-03,14.686786
2012-01-04,14.765714
2012-01-05,14.929643
2012-01-06,15.085714
2012-01-09,15.061786
2012-01-10,15.115714
2012-01-11,15.091071
2012-01-12,15.049643
2012-01-13,14.993214
2012-01-17,15.167857
2012-01-18,15.325357
2012-01-19,15.276786
2012-01-20,15.010714
2012-01-23,15.264643
2012-01-24,15.014643
2012-01-25,15.952143
2012-01-26,15.879643
2012-01-27,15.974286
2012-01-30,16.178928
2012-01-31,16.302856
2012-02-01,16.2925
2012-02-02,16.254286
2012-02-03,16.417143
2012-02-06,16.570356
2012-02-07,16.743929
2012-02-08,17.024286
2012-02-09,17.613214
2012-02-10,17.622143
2012-02-13,17.950001
2012-02-14,18.195
2012-02-15,17.77393
2012-02-16,17.936071
2012-02-17,17.932858
2012-02-21,18.387501
2012-02-22,18.322857
2012-02-23,18.442499
2012-02-24,18.657499
2012-02-27,18.777143
2012-02-28,19.121786
2012-02-29,19.372856
2012-03-01,19.445356
2012-03-02,19.470715
2012-03-05,19.04143
2012-03-06,18.937857
2012-03-07,18.953215
2012-03-08,19.356787
2012-03-09,19.470358
2012-03-12,19.714287
2012-03-13,20.289286
2012-03-14,21.056429
2012-03-15,20.912857
2012-03-16,20.913214
2012-03-19,21.467857
2012-03-20,21.64143
2012-03-21,21.517857
2012-03-22,21.405001
2012-03-23,21.2875
2012-03-26,21.677856
2012-03-27,21.945715
2012-03-28,22.057858
2012-03-29,21.780714
2012-03-30,21.4125
2012-04-02,22.093929
2012-04-03,22.475714
2012-04-04,22.296785
2012-04-05,22.63143
2012-04-09,22.7225
2012-04-10,22.444286
2012-04-11,22.364286
2012-04-12,22.241785
2012-04-13,21.615356
2012-04-16,20.718929
2012-04-17,21.775
2012-04-18,21.726429
2012-04-19,20.98
2012-04-20,20.463572
2012-04-23,20.417856
2012-04-24,20.01
2012-04-25,21.785713
2012-04-26,21.703571
2012-04-27,21.535713
2012-04-30,20.856428
2012-05-01,20.790358
2012-05-02,20.927856
2012-05-03,20.779285
2012-05-04,20.1875
2012-05-07,20.338572
2012-05-08,20.292143
2012-05-09,20.327856
2012-05-10,20.375713
2012-05-11,20.239643
2012-05-14,19.936428
2012-05-15,19.756071
2012-05-16,19.502857
2012-05-17,18.932858
2012-05-18,18.942142
2012-05-21,20.045713
2012-05-22,19.891787
2012-05-23,20.377144
2012-05-24,20.190001
2012-05-25,20.081785
2012-05-29,20.438213
2012-05-30,20.684643
2012-05-31,20.633215
2012-06-01,20.035357
2012-06-04,20.153214
2012-06-05,20.10107
2012-06-06,20.409286
2012-06-07,20.418571
2012-06-08,20.725714
2012-06-11,20.39893
2012-06-12,20.577143
2012-06-13,20.434286
2012-06-14,20.411785
2012-06-15,20.504642
2012-06-18,20.920713
2012-06-19,20.97893
2012-06-20,20.919287
2012-06-21,20.631071
2012-06-22,20.789286
2012-06-25,20.384644
2012-06-26,20.429644
2012-06-27,20.517857
2012-06-28,20.323214
2012-06-29,20.857143
2012-07-02,21.161428
2012-07-03,21.407499
2012-07-05,21.783571
2012-07-06,21.638571
2012-07-09,21.924643
2012-07-10,21.721786
2012-07-11,21.586786
2012-07-12,21.389286
2012-07-13,21.606071
2012-07-16,21.675358
2012-07-17,21.67643
2012-07-18,21.652143
2012-07-19,21.940001
2012-07-20,21.582144
2012-07-23,21.565357
2012-07-24,21.46143
2012-07-25,20.534643
2012-07-26,20.531429
2012-07-27,20.898571
2012-07-30,21.251072
2012-07-31,21.812857
2012-08-01,21.671785
2012-08-02,21.706785
2012-08-03,21.989286
2012-08-06,22.233929
2012-08-07,22.175358
2012-08-08,22.137857
2012-08-09,22.168928
2012-08-10,22.203571
2012-08-13,22.5
2012-08-14,22.560356
2012-08-15,22.529642
2012-08-16,22.726429
2012-08-17,23.146786
2012-08-20,23.755358
2012-08-21,23.430714
2012-08-22,23.888214
2012-08-23,23.665358
2012-08-24,23.686428
2012-08-27,24.13143
2012-08-28,24.1
2012-08-29,24.0525
2012-08-30,23.709642
2012-08-31,23.758572
2012-09-04,24.106071
2012-09-05,23.936787
2012-09-06,24.1525
2012-09-07,24.30143
2012-09-10,23.669287
2012-09-11,23.592501
2012-09-12,23.92107
2012-09-13,24.392143
2012-09-14,24.688572
2012-09-17,24.992144
2012-09-18,25.068214
2012-09-19,25.075001
2012-09-20,24.953571
2012-09-21,25.003214
2012-09-24,24.67107
2012-09-25,24.055
2012-09-26,23.75643
2012-09-27,24.332857
2012-09-28,23.825001
2012-10-01,23.549643
2012-10-02,23.618214
2012-10-03,23.980356
2012-10-04,23.814285
2012-10-05,23.306786
2012-10-08,22.791786
2012-10-09,22.708929
2012-10-10,22.889643
2012-10-11,22.432142
2012-10-12,22.489643
2012-10-15,22.67
2012-10-16,23.206785
2012-10-17,23.021786
2012-10-18,22.594286
2012-10-19,21.780001
2012-10-22,22.643929
2012-10-23,21.905714
2012-10-24,22.029642
2012-10-25,21.769285
2012-10-26,21.571428
2012-10-31,21.261429
2012-11-01,21.305
2012-11-02,20.6
2012-11-05,20.879286
2012-11-06,20.816071
2012-11-07,19.928572
2012-11-08,19.205357
2012-11-09,19.537857
2012-11-12,19.386786
2012-11-13,19.389286
2012-11-14,19.174286
2012-11-15,18.772142
2012-11-16,18.845715
2012-11-19,20.204643
2012-11-20,20.032499
2012-11-21,20.060715
2012-11-23,20.410713
2012-11-26,21.054644
2012-11-27,20.885
2012-11-28,20.819286
2012-11-29,21.048571
2012-11-30,20.902857
2012-12-03,20.935356
2012-12-04,20.566071
2012-12-05,19.2425
2012-12-06,19.544287
2012-12-07,19.044643
2012-12-10,18.922144
2012-12-11,19.335358
2012-12-12,19.25
2012-12-13,18.9175
2012-12-14,18.206785
2012-12-17,18.529642
2012-12-18,19.067858
2012-12-19,18.796785
2012-12-20,18.633215
2012-12-21,18.547501
2012-12-24,18.577499
2012-12-26,18.321428
2012-12-27,18.395
2012-12-28,18.199642
2012-12-31,19.006071
2013-01-02,19.608213
2013-01-03,19.360714
2013-01-04,18.821428
2013-01-07,18.710714
2013-01-08,18.76107
2013-01-09,18.467857
2013-01-10,18.696787
2013-01-11,18.582144
2013-01-14,17.919643
2013-01-15,17.354286
2013-01-16,18.074642
2013-01-17,17.952856
2013-01-18,17.857143
2013-01-22,18.0275
2013-01-23,18.3575
2013-01-24,16.089287
2013-01-25,15.71
2013-01-28,16.065357
2013-01-29,16.366785
2013-01-30,16.315357
2013-01-31,16.2675
2013-02-01,16.200714
2013-02-04,15.797143
2013-02-05,16.351429
2013-02-06,16.333929
2013-02-07,16.722143
2013-02-08,16.963572
2013-02-11,17.140356
2013-02-12,16.710714
2013-02-13,16.678928
2013-02-14,16.663929
2013-02-15,16.434286
2013-02-19,16.428213
2013-02-20,16.030357
2013-02-21,15.930714
2013-02-22,16.100357
2013-02-25,15.814286
2013-02-26,16.034643
2013-02-27,15.8775
2013-02-28,15.764286
2013-03-01,15.373929
2013-03-04,15.001786
2013-03-05,15.397857
2013-03-06,15.202143
2013-03-07,15.377857
2013-03-08,15.418571
2013-03-11,15.638214
2013-03-12,15.301071
2013-03-13,15.298214
2013-03-14,15.446429
2013-03-15,15.845
2013-03-18,16.275715
2013-03-19,16.231787
2013-03-20,16.145714
2013-03-21,16.168928
2013-03-22,16.496786
2013-03-25,16.556429
2013-03-26,16.469286
2013-03-27,16.145714
2013-03-28,15.809286
2013-04-01,15.318214
2013-04-02,15.349643
2013-04-03,15.428214
2013-04-04,15.275714
2013-04-05,15.114286
2013-04-08,15.221786
2013-04-09,15.249286
2013-04-10,15.560357
2013-04-11,15.511786
2013-04-12,15.35
2013-04-15,14.994643
2013-04-16,15.222857
2013-04-17,14.385714
2013-04-18,14.001786
2013-04-19,13.9475
2013-04-22,14.238214
